Resumen;Class
direct via email so that i could use my existing interfaces and workflow to;0
as a connect user i want to receive health information using;1
connect qa analyst i need to document the test plan for direct so that i can detail out how the direct capability will;0
as a;0
want to include additional details about me in my profile page so that i can showcase my experience;0
as a practitioner i;0
custodial agent we need to reduce the amount of up front policy and planning for security requirements and what is assigned to the;0
as a;0
i want to know if the checksum for any of my repository's content files that have changed;0
as a repository manager;0
researcher i want to ask a question about a specific file so that i can find out more information;0
as a;0
as a user i want backend changes for managing enum lists;1
a repository manager i want to specify the remote replication policy for each collection;1
as;0
researcher i want to record research publications in the institutional repository or cris with dmp records so that i can generate reports of;0
as a;0
user i want to view user documentation for the website so that i know how to use the web app;0
as a;0
extend the gateway where different transport methods are supported to better communicate with different exchange;0
as a connect adopter i want to be able to;0
want to add useful metadata or add in new data columns to make the dataset more useful;0
as a publisher i;0
a federal partner i want to be able to install connect 3 3 without having to upgrade my adapters that are conforment to connect;0
as;0
as a connect developer the default build should take less than 5 minutes;0
pdfs etc on scrum so that i can learn from them or use them;0
as a visitor i want to download presentations;1
configuration required for the direct service and or related components to be documented so that i can successfully;0
as a connect user i want any;0
as an olderperson i want to decide who has access to my vital data;1
see comprehensive tracking statistics that can be presented to faculty in a digestible way so that i can increase;0
as an administrator i want to;0
developer i want to poc streaming web services to determine their feasibility in connect;0
as a connect;0
researcher i want to upload files prior to having them attached to a log book page;0
as a;0
as a recyclingfacility i want to be able to communicate directly with the site admin;1
site editor i want to be able to designate whether or not an ever makes the home page so that the best content;0
as a;0
a user i want to have my personal information kept securely in the database of the website so that i will not suffer from;0
as;0
researcher i want to share reports i've written so that it is available to staff and researchers;0
as a;0
a connect team member i want to demonstrate connect fhir fusion adapters to agency teams;1
as;0
as a connect deployer the startup logs should be free of errors and warnings;0
want to segment the view and download statistics by country and sector so that impact of datasets outside academia;0
as a research information manager i;0
i want to be able to restore the deleted data package via cli so that that it is back visible and available;0
as a publisher;0
user i want to have the application respond quickly to my actions so that i don't get bored;0
as a;0
an app developer i want to only depend on the interface of a dataset type in my app and have the system inject the;0
as;0
want to import stories from a spreadsheet so that i don't have to copy and paste each individual story;0
as a moderator i;0
want to be assured that no one can submit the same answers multiple time and skew my results so that my;0
as a trainer i;0
want to manage ordinances so that i can maintain accurate ordinance information in the system;0
as a staff member i;0
consumer i want to search among all data packages owned by a publisher so that that i can easily find one data package;0
as a;0
as an olderperson i want to receive a reminder from alfred;1
a connect adopter i want to view a demo of admin gui framework so that i understand the capabilities that have been developed and;1
as;0
want to learn who at cornell has or is engaged in research related to a particular topic so that i can;0
as a student i;0
a developer i want to provide an easy way to manage the user settings;1
as;0
a connect adopter i need to understand how fanning out requests to multiple communities;0
as;0
team member i want to ensure the broker resources validations and p p pages are updated appropriately for the launch of fabs;0
as a broker;0
release 4 4 to partners so that they understand the features delivered in the release;0
as the product owner i want to demo;1
i want to be able to share any photos the camp has taken of my child;0
as a parent;0
delete any dataset published so that i can deal with takedown requests or clean up;0
as a platform administrator i want to be able to;0
i need to remove legacy code for audit log query so that i can better maintain the code base;0
as a custodial agent;0
connect product owner adopter i want to execute the assigned pilot test cases that the team was asked to focus on first so;0
as a;0
repository manager i want to indicate any subject that is pertinent to the component;0
as a;0
i want to help create content mockups so that i can submit my data efficiently;0
as a broker user;0
i want to have alfred to be able to determine the user's breathing frequency;0
as a medicalcaregiver;0
a repository manager i want to indicate if a license pertains to the component apart from the object as a whole;0
as;0
each module allows for contributions and independent testing as opposed to testing connect as a;0
as the custodial agent i want clearly separated modules where;1
connect gateway will support both secure and unsecure inbound ports for inbound traffic for increased implementation flexibility such;1
as a connect user i need the;1
a web socket protocol for frictionless data tools so that i can easily use data packages with;0
as a developer i would like to create;1
with alfred and alfred should also use sensors to capture health data while i am doing;0
as an olderperson i want to do guided exercises;1
meaningful use stage 2 i want connect 4 x to pass validation using the nist tool so that my;0
as a connect adopter certifying for;0
user i want to know when the submission periods start and end so that i know when the submission starts and ends;0
as an agency;0
i need details on the type of data so that i can check if the archiving can be arranged;0
as a repository manager;0
as an archivist i want to search individual material types;1
track downloads of my data so that i can demonstrate the impact of my work;0
as a depositor i want to;0
to search the archive through the web so that i can easily find data relevant to my needs;0
as a data reuser i want;0
connect developer i want to implement spring hibernate direct configuration services as part of connect so that i can change direct config settings;1
as a;0
the legal status of data so that i can apply the legal requirements accordingly;0
as an archivemanager i want to know;1
user researcher i want to begin drafting a research plan so that i can begin recruiting participants;0
as a;0
an olderperson i want to use alfred for touristic walks and indications with explanations on historical and cultural sights;0
as;0
better place to collect and share project materials with a range of organization tagging and access options;0
as a crossdeptprojteammember i want to have a;1
document so that i can see prioritized areas to focus on for the next;0
as an nsf employee i want to have an updated roadmap;1
remove legacy code for large out of ban file transfers lift so that i can better maintain the;0
as a custodial agent i need to;0
as a repository manager i want to indicate any name that is pertinent to the component;1
a connect adopter i want the ability to create a user to provide access to the admin gui functionality;1
as;0
article on the front page about once a week so that i am up on;0
as a site visitor i want to read a new;1
from the ui sme so that i know the potential timeline of the ui improvements wanted;0
as an owner i want to design a schedule;1
i want to list my upcoming classes in my profile and include a link to a detailed page about each so that;0
as a trainer;0
as an olderperson i want to use only well visible buttons;1
user i want the hiem service to include event logging capability so that i can gather performance metric data for the hiem;0
as a connect;0
find the works of a particular author in one easily sortable spot so that i can see the evolution;0
as an academicresearcher i want to;0
as a repository manager i want to indicate the copyright status of an object;1
as an archivist i want to manage digital objects;1
user i want to capture the same metadata for each file created in an experimental run;0
as a;0
as an agency user i want to get file f in the correct format;1
want to alias or map an item from one collection to another so the item will appear to;0
as a repository support team member i;0
member i want to manage ordinances so that i can maintain accurate ordinance information in the system;0
as a staff;0
caqh core x12 ds service i want transaction events to be logged so that i can easily monitor transactions count as;0
as an adopter using;0
want to assign inspections so that i can make sure the appropriate inspector receives the work;0
as an inspection staff supervisor i;0
volume of data to preserve at an early stage so that i can provide the;0
as an archive i want to get information about the;1
delete a game so that stories and estimates for this game are no longer stored;0
as a moderator i want to;0
a plan review meeting with the applicant and record the outcome so that i;0
as a plan review staff member i want to successfully conduct;1
as an archivist i want to import resources from marcxml records;1
user i want to see the geographical context of a collection object or object component where pertinent;0
as a;0
my own page in a semi structured way so that others can learn about me;0
as a site member i want to describe myself on;0
as a repository manager i want to indicate names related to an object;1
admin i want to be able to communicate directly with facilities so that i can keep them updated about features we have on;0
as an;0
add an article to the site so that the site has plenty of content;0
as the site editor i want to;0
researcher i want to associate meta data to the group as a whole at some point in time after the bulk upload has;0
as a;0
to perform automatic worm motion analysis to reduce video duration in worm watch lab;0
as a zooniverse admin i want;0
stories from a spreadsheet so that i don't have to copy and paste each individual story;0
as a moderator i want to import;0
like a admin gui page to display the remote gateways that the local gateway is communicating with;0
as a connect developer i would;0
i want to have the training options clearly marked for the following information day and time of training title short summary trainers;0
as a anonymoususer;0
to see a list of the most popular items on the site so that i am most likely to;0
as a site visitor i want;0
i want to be able to edit the data source of data i have already imported so that i can;0
as a data;0
want feather integration so that i can integrate data packaged data with pipelines that use feather;0
as a developer i;0
i want to perform automatic worm motion analysis to reduce video duration in worm watch lab;0
understand the process of switching the cloud gov hosting plan over from prototype to fisma low;0
as an nsf employee i want to;0
want to see the final list of sessions approved so that i can see what's going on at badcamp;0
as a anonymoususer i;0
want to scope my searches for collections objects or object components to a specific language;0
as an olderperson i play online games together with other users;0
a authenticateduser i look for an interesting drupal gig;0
query the entire archive so that i can report on particular aspects of the archive holdings;0
as a bath data archive administrator i want to;0
the historical fpds data loader to include both extracted historical data and fpds feed data;0
as a developer i want;0
want to know which reports datasets are coming out when so that i can access latest report dataset;0
as a patron i;0
to sync events created in neurohub with a web based calendar such as google calendar;0
as a user i want;0
the repository on the author's behalf so that i can fulfill a service obligation;0
as a library staff member i want to upload;0
as an olderperson i want to have;0
pay for a 350 company sponsorship so that i can easily become a sponsor at;0
as a authenticateduser i want to identify;0
to see the webmaster workflow report so that i can understand how this might impact current direction;0
as a cms sme i want;0
i want to view upload content in multiple formats including old formats such as lotus works;0
a simple interface well defined api to integrate with connect as quickly and simply a limited set;0
as a connect adopter i want to call;0
i want to receive a message when my home care nurse is on her way;0
as an olderperson;0
want to work on;0
as a connect developer i;0
as a repository manager i want to indicate subjects that are related to an object;0
for other essential risks in health care like integrity and availability faults connect needs automated;0
as a connect custodial agent we need to prepare;0
developer i want to know;0
curator i set a date after which data will expire and be deleted or hidden then deleted;0
as a collection;0
detailed performance metrics such as counts and durations for all improved performance monitoring and;0
as a connect user i provide a more;0
application of a library policy to an object or object component has been modified either manually;0
as a dams manager i want to know if;0
a site visitor i do a full text search of the faqs so that i can find an answer quickly;0
connect 3 3 1 has completed nwhin onboarding validation testing so that i can have some;0
as a connect adopter i want to ensure that;0
data scientist i be able to create a dataset instance of an existing dataset type without writing code;0
administrator i strain stocks that is integrated with wormbase;0
as a lab;0
be able to control the location of the demo database and i want it to be backed up;0
as a systems administrator i want to;0
to be upgraded to the latest version so that i can avail of the newer;0
as a member of the connect community i want jira;0
to have an alfred device that can be easily adapted for user that have hearing trouble;0
as an olderperson i want;0
i want to undelete the deleted data packages so that that the deleted data packages is now visible again;0
as a publisher;0
as a user i want to view;0
specifications i want the ability to send;0
as a connect implementer using direct;0
want to automatically embed metadata in file headers so that i avoid repetitive and easily forgotten tasks;0
as an archivist i;0
i want to have a way to reject an upgrade of a dataset instance to a newer version of it type;0
as a dataset developer;0
as a connect developer the build;0
for a dataset type in the plugin artifact so that when a pipeline using this;0
as a plugin developer i want to include;0
view an example citation for a dataset so that i can reference it correctly;0
as a data reuser i want to;0
make my logo randomly appear on the home page so that others see the company's support of scrum;0
as a corporatesponsor i want to;0
automatically filled from other university systems and remembered from previous deposits so that i don't have to;0
as a depositor i want to have;0
as a user i want to have;0
as repository manager i view authenticated active users and anonymous users;0
member i associate files with my scholarly works such that someone accessing the latter also receives access to the former;0
as a faculty;0
developer i assign explicit versions to the code of a dataset type;0
as a dataset;0
i want to set a date on which restrictions will be removed from a file so that that i don't have to;0
as an archivist;0
want to know which kind of data types will be produced or collected so that i can ensure that the;0
as a data manager i;0
administrator i create user roles so that i can group users by role;0
as an;0
want to understand the process of switching the cloud gov hosting plan over from prototype to fisma low;0
as an nsf employee i;0
want to be able to check the planned provenance of the data that will be submitted at the end of;0
as a repository owner i;0
helpful info in the submission dashboard so that i can better manage submissions and ig requests;0
as a fabs user i want additional;0
as a user i be able to contact repositories;0
as an applicant i resubmit plans so that i can review revised plans;0
gateway which spec version endpoint to target for a service so that i have greater flexibility;0
as a connect implementer i want;0
visitor i want;0
as a site;0
upgrade the code of a dataset type used by a dataset instance created by that plugin when i;0
as a plugin developer i want to;0
developer i want to;0
as a connect;0
i know when the mid point checkin is and what will be covered so that i can plan accordingly;0
as a team member;0
some datapackage locally so that that i can see schema changes clearly and adjust;0
as a data analyst i want to compare;0
automatic contrast and level operations to a scanned file so that i can eliminate unnecessary work;0
as an archivist i want to apply;0
related permit so that i can grant the request to the applicant to begin;0
as a development staff member i want to issue;0
i want a mongo integration so that i can integrate data packaged data with pipelines that use mongo;0
as a developer;0
adopter i want release;0
to create custom metadata fields for certain collections and allow searching of those fields so that i can;0
as a library staff member i want;0
want to delete an item from the list of items to be estimated so that we can remove it and not;0
as a moderator i;0
want to reply to user questions so that i can answer any questions about my recycling center;0
as a superuser i;0
i want to quickly access broker application data so that i can investigate issues;0
and object components by pertinent such headings including title topic genre form geographical name function;0
as a user i want to search;0
see a list of the sessions associated with sponsor attendees so that i know where i can engage with;0
as a anonymoususer i want to;0
user i want to be able to normalise measures by gini and related socioeconomic indexes so that i work with datasets in;0
as an api;0
a zooniverse admin i perform automatic animal attribute preclassification in snapshot serengeti;0
partner i be able to install connect 3 3 without having to upgrade my adapters that are conforment to connect;0
as a federal;0
my specific type of data so that i can give my users a great;0
as a developer i customize an existing wizard for;0
suite to include test cases for bugs improvements fixed for release 4 2 so that going;0
as a connect developer i need to update;0
my child's activity and schedule at camp so that i can have peace of mind;0
as a parent i want to be able to track;0
as a repository manager i want to indicate any other rights pertinent to an object;0
a researcher i can generate basic statistics about a dataset so that i can get a quick preview of the;0
to create blog posts so that i can share the latest information about badcamp with the public;0
as a administrator i want;0
need to remove legacy code for re identification so that i can better maintain the code base;0
as a custodial agent i;0
i will need connect to support the cms sponsored population aggregate data profile specification to help increase interoperability and meet quality;0
as a connect user;0
to know which kind of data types will be produced or collected so that i can ensure that;0
as an it staff member i want;0
manager i want to indicate the language s for present in a collection object or object component;0
as a repository;0
more detailed event metrics such as counts and durations for all improved performance monitoring and system;0
as a connect user i need connect to;0
a staff member i assign a hearing date so that i can present the application to the appropriate governing body within the;0
connect developer i create a create user page for the admin gui;0
i want the historical fpds data loader to include both extracted historical data and fpds feed data;0
i want to perform automatic segmentation or localization of plankton in plankton portal;0
want to select whether to have the team estimate with 0 1 2 1 2 3 5 8 etc or 0;0
so that i can validate compliance of an application with the zoning ordinance and;0
i want to perform a staff review;0
want to have a dedicated page for each class to learn more about the offering the following information must be shown;0
to download a data package so that that i can study it and wrangle with it to infer new;0
as a data analyst i want;0
as an archivist i import ead files that were exported by archon;0
as a connect developer i want to release;0
as an olderperson i want to use;0
a connect adopter i want connect to use;0
archivist i want to mark;0
i want to track;0
as a depositor;0
i want to sponsor a summit that matches my brand so that i can get exposure to potential customers and otherwise tout;0
i want to sync events created in neurohub with a web based calendar such as google calendar;0
as a user;0
i want a release test plan for 4 3 so that the community understands how 4 3 has been tested prior;0
want to gain privileged access to data for projects in which i am involved so that i can collaborate effectively;0
as an externalcollaborator i;0
agency user i want fabs deployed into production so i can submit my financial assistance data;0
for policy engine aggregator and transform packages by at least 20 in line method;0
as a connect adopter developer i increase cobertura coverage;0
custodial agent i want to ensure connect plus adheres to the nwhin specifications connect plus needs to implement the july 2011 version of;0
design directions were developed so that i can make better design decisions in the future;0
as an nsf employee i want to know;0
want to confirm the recruiter is set up and working properly so that i can deploy it on more;0
as a web recruiter manager i;0
i need to remove legacy code for muralmpi so that i can better maintain the code base;0
as a custodial agent;0
have metadata automatically filled from other university systems and remembered from previous deposits so that i don't have to;0
as a depositor i want to;0
to know when the application of a statute to an object or object component has been modified either manually;0
as a dams manager i want;0
normalise measures by gdp so i work with datasets in reference to their contextual constraints;0
as an api user i want to be able to;0
want to run a script that installs the neurohub node onto a virgin ubuntu operating system;0
as a system administrator i;0
data archive administrator i want to make some checks on deposited datasets before they are made public so that consistent quality of;0
as a bath;0
up front policy and planning for security requirements and what is assigned to the;0
as a custodial agent we need to reduce;0
user i want release 4 2 to be regression tested so that the functionality is validated in rc2;0
want to know exactly what alfred does with my personal data and share it only on my specific permission;0
as an olderperson i;0
member i want to manage bonds so that i can track and manage bonds throughout the lifecycle of the project until release;0
as a staff;0
able to schedule activities for campers so that camp workers can easily keep track of who is;0
as a camp administrator i want to be;0
designer i want to move on to round 2 of dabs or fabs landing page edits so that i can get approvals;0
as a ui;0
repository manager i list all the components in their appropriate order for an object;0
anonymously view public information so that i know about recycling centers near me before creating an;0
as a user i want to be able to;0
as a connect adopter i fips support all supported application servers;0
as a digitalrecords archivist i edit the length of embargoes;0
perform contrast level and other manipulations manually so that i can improve on results from automated tools;0
as an archivist i want to;0
select a service so that i can find the relevant service and or application type;0
as a prospectiveapplicant i want to;0
as a zooniverse admin i want;0
to see all items we will try to estimate this session so that i have a feel for the sizes;0
as an estimator i want;0
platform administrator i want to;0
to be able to check transaction history and keep a record of it so that i can go back when;0
items within the repository that includes document title description author document type status file;0
as a library staff member i want to create metadata for;0
lists is successful so that i can plan on a new release to the;0
as a user researcher i want to know;0
researcherpublisher i validate my data with a minimum of clicks so that i can feel trust in the validity and usefulness of;0
to add donation centers as favorites on my profile so that i can view them later;0
as a user i specify schema as a sql schema string;0
instruct the gateway which spec version endpoint to target for a service so that i have greater flexibility;0
as a connect implementer i want to;0
i want to be able to assign an item to more than one collection;0
as a library staff member;0
the project and their requirements so that i can track the funder specific obligations;0
as an administrator i want to know;0
connect user i want to cleanup the connect database and document the database information;0
as a user i want to make;0
want to automatically detect the time in a worm watch lab video where the worm lays an egg;0
as a zooniverse admin i;0
a connect adopter i want connect to use latest hibernate version in order to be on the latest released version;0
have my name listed in the registry without becoming a member of the site so that employers or others;0
as a csm i want to;0
the ability to attach standard meta data for drug responses so that my data can later be searched;0
as a researcher i want to have;0
olderperson i want to use;0
as a connect adopter i find it annoying that connect urls are inconsistent;0
a zooniverse admin i know whether i should educate a volunteer with text an image or a video;0
i want to store the at or archon source record ids in each aspace record;0
as a migration specialist;0
i want to capture a hearing decision so that i can enforce the system;0
as a staff member;0
as a dams manager i know what repository an object belongs to;0
i want to easily collect my publications both those within the repository and without into a single online access point so;0
as a faculty member;0
want to deposit the files that i have so that i don't have to spend a lot of time finding the;0
as a depositor i;0
as an owner i want to remove;0
archive with cris so that i can analyse impact of research data publication i can;0
as a research information manager i want to integrate the;0
admin i want to perform automatic image series detection for the case of timestamping malfunction in snapshot serengeti images;0
as a zooniverse;0
to be assured that the assets can be taken out of the repository and that the assets taken out;0
as an asset manager i want;0
i want to execute the assigned pilot test cases that the team was asked to focus on first so;0
as a connect product owner adopter;0
on the home page where i can put special announcements not necessarily news or;0
as a site editor i want to have;0
as an olderperson i want to receive;0
user i want fabs deployed into production so i can submit my financial assistance data;0
as an agency;0
as a connect developer would like to update gateway with new version of apache wss4j;0
with dis cloud gov so that i can determine the requirements for the beta nsf gov ato;0
as a team member i want to meet;0
researcher i want to begin drafting a research plan so that i can begin recruiting participants;0
that can generate basic statistics about a dataset so that i can get a quick preview of the;0
as a researcher i want a tool;0
administrator i check that all data has the appropriate security level so that i can demonstrate compliance;0
developer i tests moved out of the build and replaced with junit tests when necessary so that tests are scoped;0
to search for the dissertations in the repository for which i have been a thesis committee member to;0
as a cornell faculty member i want;0
from the repository via oai and continue to do so incrementally so that i can make;0
as a librarydiscoveryoperator i want to harvest useful metadata;0
select existing rights statuses and statements so that i can easily create uniform rights statements;0
user i want to have read only access to dabs so that i can view dabs pages without wanting two sets of;0
as a fabs;0
need bugs related to hiem subscribe transaction to be fixed and successfully validated to ensure validate that hiem service works;0
as a connect user i;0
want to estimate a story we estimated earlier in the session again so that we can give a new estimate if;0
behaviour videos with an encoding that can be analysed by the worm analysis software written by christopher;0
as a user i want to store;0
as an archivist i create and edit event records;0
security issues identified as part of fortify scans and other security tools to be fixed so;0
as a connect implementer i want to;0
able to understand that an error occurred during import and why it might have occurred;0
as an archivist i want to;0
member i want to have a schedule of more coworking slots so that i can work in tandem with the rest of;0
as a team;0
as a repository manager i want to;0
to the agencies about user testing so that they are aware of their contributions to making broker;0
as a ui designer i report;0
an asset manager i be assured that the digital copy i deposit is stored redundantly so that when one copy suffers destruction;0
as an olderperson i receive a medicine reminder from alfred;0
the code of a dataset type in my app artifact and create a dataset of that type;0
as an app developer i want to include;0
i want to invite estimators by giving them a url where they can access the game so that we can start the;0
as a moderator;0
i want to have the system email me a new password or a password reminder since i have short term memory problems;0
as a member;0
to be the recommended supported version for building developing and running connect so that i can;0
as a connect user i would like;0
a connect adopter i have the ability to send real time nwhin caqh core x12 document submission transactions with x12 payload;0
connect adopter i process and send large payload sizes of up to 1 gb to meet the requirements of all my;0
are configured in connect so that i can configure them correctly in my environment;0
as a connect adopter i want to understand;0
i want to have an updated acquisitions roadmap so that i can plan accordingly;0
i want to address all medium and low fortify issues so that the code quality is improved;0
a connect developer i research the careequality framework including possibly adding support for nrl services;0
application by entering my name email address a password and a username so that;0
as a moderator i want to create an account for the;0
to read practicing and training applications and approve or reject them so that only applicants who qualify can become;0
as a site administrator i want;0
relating to third party data used in a project so that the data can be cited attributed;0
as a researcher i want to store;0
as a zooniverse admin i want to;0
connect libraries built with java 6 to maven central to support java 6 for the federal partners;0
as a connect developer i need to push;0
to update my information and the type of material i accept so that i can avoid;0
as a recyclingfacility representative i want to be able;0
user i want;0
i want to export a transcript of a game as a csv file so that i can further process the stories and;0
all the collections and objects in the dams that belong to a library unit;0
as a user i want to list;0
sponsors to events trainings and summits so that they will be featured on the sponsor detail page;0
as a administrator i want to assign;0
want to ensure that all dataset instances created by hydrator pipelines are accessible to the app;0
as an app developer i;0
packager support constants so that i can model dimensions that may not exist in the;0
as a data publishing user i want to have the;0
user i want to identify brands in videos and receive related information about them;0
data package into spss in seconds so that i can start using the data for doing analysis;0
as a researcher i want to get a;0
to know what the three initial hypotheses are so that i can plan work around development of prototypes;0
as an archivist i want to restrict a;0
as a publisher i want to store;0
record research publications in the institutional repository or cris with dmp records so that i can generate reports of;0
as a researcher i want to;0
developer i present options to the team for resolving application logging issues with large payloads so that we can develop;0
want to be able to install connect 3 3 without having to upgrade my adapters that are conformant to connect;0
as a federal partner i;0
to have a small alfred device that is wearable and easy to carry with me;0
create binary distributions in a single command so that i can have consistent binaries and simplify the process;0
as a connect developer i want to;0
as a zooniverse admin i know what zoonibot should say to a volunteer;0
as a user i make uploaded data files to be non modifiable;0
able to browse through the list of facolities and see which ones are environment friendly so that i;0
as a user i want to be;0
i want to receive an alert of any unattached files that are in my workspace;0
as a researcher;0
many seats are left for the summit so that i can make sure to register in time;0
as a anonymoususer i want to see;0
to see some metrics on use of the game so that i can see how much it;0
as a mike i want to be able;0
version of the inbound qd request so that i can determine how to validate process;0
as a connect adopter i want to know;0
repoadmin i update the repository index without disrupting access to the public interface;0
want an app that create proxy data packages for well know and reliable data sources so that i can load high;0
as a researcher i;0
archivist i want to upload groups of files so that i can save time;0
i want to submit my data elements surrounded by quotation marks so that excel won't strip off leading and trailing zeroes;0
as an agency user;0
member i know when meetings are so that i can plan accordingly;0
a user i specify as part of dataset configuration whether it is explorable;0
ensure connect plus adheres to the nwhin specifications connect plus needs to implement the july 2011 version of;0
as a custodial agent i want to;0
jira to be upgraded to the latest version so that i can avail of the newer;0
as a member of the connect community i want;0
as an olderperson i want to use;0
be able to create modify rules that campers and camp workers has to follow;0
as a camp administrator i want to;0
the comprehensive plan so that i can complete my required review of a plan;0
as a planning staff member i want to evaluate;0
i want to be able to understand that an error occurred during import and why it might have occurred;0
won't break my current ability to exchange information and my working adapters in order to;0
as a federal partner i want know;0
ir administrator i want to add;0
as a db;0
to appear in the warning and error files when the only error is a;0
as a user i want;0
as a hydrator user i want to explore;0
be able to get back to the home page quickly and easily so that i don't get lost;0
as a site visitor i want to;0
a connect development team member i improve build install documentation so that it can be easily maintained and navigated;0
a collection curator i want to view the permission on my objects all together;0
a broker user i have ppopzip 4 work the same as the legal entity zip validations;0
metadata for items within the repository that includes document title description author document type status file;0
as a library staff member i want to create;0
administrator;0
as a db ir;0
collect my publications both those within the repository and without into a single online access point so;0
faculty member;0
site visitor;0
what kind of data i want to record store so that i can ensure it will possible to;0
as a pi i want to plan;0
want to be able to change the colors of the embedded visualisations in my own platform so that i can;0
api user i;0
want to know whether i should interrupt a volunteer with text an image or a video;0
i want to know when application of a library policy to an object or object component is scheduled to expire;0
dams manager;0
i want to ensure connect plus adheres to the nwhin specifications connect plus needs to implement the july 2011 version of;0
i want to have read only access to dabs so that i can view dabs pages without wanting two sets of;0
fabs user;0
able to schedule tasks activities for a specific camp group so that i can track each groups;0
moderator;0
my policy adapters to have access to the role value from the gateway so that this information can be;0
connect adopter;0
employee;0
upload material to the repository on the author's behalf so that i can fulfill a service obligation;0
library staff member;0
archivist;0
i want to ensure compliance to the funders rules so that i can ensure all costs will be accepted;0
research support officer;0
as a medicalcaregiver;0
administrator;0
a medicalcaregiver i have feedback on the activity level of the user;0
user;0
medicalcaregiver i am sure that the user can decide who has access to her data;0
moderator i transcript of a game so that i can see the stories and estimates;0
to send real time nwhin caqh core x12 document submission transactions with x12 payload;0
as a connect adopter i want the ability;0
test connect 3 3 1 3 against the alpha test cases using the dil test system so;0
as a connect product owner i need to;0
camp administrator i want to be able to make nametags faster so that i don't have to spend two hours making 200 nametags;0
to download the uploaded fabs file so that i can get the uploaded file;0
as a fabs user i want;0
i want to create binary distributions in a single command so that i can have consistent binaries and simplify the process;0
as a connect developer;0
an i want to be able to change the colors of the embedded visualisations in my own platform so that i can;0
 i want to take a dataset offline so that i can perform a long running maintenance or migration procedure;0
i want to upload files prior to having them attached to a log book page;0
to add useful metadata or add in new data columns to make the dataset more useful;0
as a publisher i want;0
i want to link my email account to my profile so that i can get a temporary password in case i forget;0
option to build connect without any dependencies on direct so that non direct builds cannot hang or fail;0
as a i want the;0
i want to generate structured citation data so that so i can cite a file in a publication;0
a i want to search and discover music using content identification or fingerprinting;0
be able start a two minute countdown timer that all participants can see so that i can limit the;0
as a i want to;0
to store campers' emergency information in a database so that i can easily notify the necessary parties in case;0
as a i want;0
extract the data sets that are submitted to external repositories so that i can;0
as a institutional data steward i want to be able to;0
i want to receive specific tips how to reduce my health impairments without medication;0
to share post experiment write ups with other researchers so that others can more easily replicate my work;0
as a i want;0
want to indicate if the component has a copyright status different than that of of the object as a whole;0
as a i;0
stakeholder i see the results of user research so that i can determine if the cms is right for me;0
a sponsor i post a job so that i can hire top tier drupal talent;0
to upgrade a dataset instance to a newer version of the code after the pipeline was created;0
as a pipeline developer i want;0
as an i want to receive suggestions about local sport classes;0
alfred and alfred should also use sensors to capture health data while i am doing;0
as an i want to do guided exercises with;0
research integrity i want to access reports containing details of research projects in which data are classified as sensitive or highly;0
as a director of;0
my collection be encrypted with a key maintained on that server a checksum made and stored of;0
as a i want to have;0
numbers to news items so that i can indicate which articles i want featured most prominently;0
as a i want to assign priority;0
as an i want to have video conversation with others;0
an i want fabs deployed into production so i can submit my financial assistance data;0
as a i want to know when i should interrupt a volunteer;0
alfred to propose me games that require the combination of mental and physical exercise such as opposing motion;0
as a medicalcaregiver i want to have;0
apply automatic contrast and level operations to a scanned file so that i can eliminate unnecessary work;0
i want to see new content when i come to the site so that i come back more often;0
cms administrator i want to;0
a user i be able to browse by collections in the dams;0
i want to use alfred to navigate to an event or concert and help me when i am lost;0
want to enter payment information and have my card charged for an individual sponsorship so that i can pay for an;0
as a authenticateduser i;0
owner i want to invite someone using their email to sign up and become a member of my publisher so that that they;0
child's counselors so that i can voice my concerns or check on my child's;0
as a parent i want to be;0
increase gateway performance for pd qd requests by removing current limitation for serial request handling for;0
as a connect adopter i need a way to;0
an item from the list of items to be estimated so that we can remove it and not;0
as a moderator i want to delete;0
aka msgproxy aka passthru and entity interfaces as two operations of the same wsdl considered;0
as a connect user i would to have;0
errors to accurately represent fabs errors so that i know why my submission didn't work;0
as a fabs user i want to submission;0
reminder from alfred on all the things i need to bring with me when i leave the;0
as an olderperson i want to receive a;0
complete building development project so that i can receive any posted bond and or obtain occupancy;0
as an applicant i want to;0
as a user i want to search and discover;0
reuse the information regarding file format so that i can apply automated checks for the file validation;0
as an archivemanager i want to;0
operations such as compaction or rebalance that are no common to all dataset types;0
as a dataset developer i want to implement custom administrative;0
design a schedule from the ui sme so that i know the potential timeline of the ui improvements wanted;0
as an owner i want to;0
an estimator i want to see and ;0
to be able to download an image ofa particular view state so that i can use it offline;0
as a data consuming user i want;0
notified if someone downloads any of my items or files so that i can follow usage;0
as a cornell faculty member i want to be;0
to be able to hide a dataset that i have already added as public so that i can;0
as a data publishing user i want;0
a i want to prevent users from double publishing fabs submissions after refreshing so that there are no duplicates;0
collection in an effective manner including searching within subsets of a given collection so;0
as a i want to;0
want to move on to round 3 of the help page edits so that i can get approvals from leadership;0
as a ui designer i;0
coordinator see a list of attendees signed up for my summit so that i can communicate with my attendees;0
as a summit;0
as an archivist associate a standard identifier string with a subject heading;0
an olderperson to remind me to keep a good body posture;0
researcher i have physiology images to be annotated with standard meta data so that my data can later be searched for;0
a fortify report generated and published nightly in order to know the condition of software;0
as a connect user i want;0
fund have robust archival plans for their data so that i can be sure;0
